first_contact_date,proposal_date,follow_up_count,deal_size,closure_date,proposal_delay_days,closure_duration_days,follow_up_frequency,closure_category
2023-05-27,2023-06-08,8,69758703,2024-05-03,12,342,0.023391812865497075,Slow
2024-05-12,2024-05-18,3,648514,2024-10-24,6,165,0.01818181818181818,Slow
2023-05-08,2023-05-19,4,83975704,2024-04-18,11,346,0.011560693641618497,Slow
2023-05-21,2023-05-29,10,62704729,2023-11-30,8,193,0.05181347150259067,Slow
2024-01-20,2024-01-21,12,42985654,2024-12-17,1,332,0.03614457831325301,Slow
2023-04-28,2023-05-02,4,57561524,2023-10-24,4,179,0.0223463687150838,Slow
2023-06-10,2023-06-25,9,97717543,2023-08-20,15,71,0.1267605633802817,Medium
2023-04-18,2023-05-02,5,354947,2024-02-07,14,295,0.01694915254237288,Slow
2024-07-18,2024-07-22,5,47281110,2024-08-08,4,21,0.23809523809523808,Fast
2023-04-29,2023-05-19,3,62732,2024-01-11,20,257,0.011673151750972763,Slow
2023-01-11,2023-01-14,3,30346823,2023-10-24,3,286,0.01048951048951049,Slow
2023-12-31,2024-01-18,8,42293027,2024-10-18,18,292,0.0273972602739726,Slow
2023-08-06,2023-08-15,5,77600273,2024-01-25,9,172,0.029069767441860465,Slow
2023-05-07,2023-05-27,10,86816600,2024-05-20,20,379,0.026385224274406333,Slow
2024-05-31,2024-06-16,8,6610726,2025-06-16,16,381,0.02099737532808399,Slow
2023-05-23,2023-06-06,10,10286139,2024-02-17,14,270,0.037037037037037035,Slow
2023-04-02,2023-04-07,4,73861955,2023-04-26,5,24,0.16666666666666666,Fast
2024-07-16,2024-07-29,11,8603453,2025-02-05,13,204,0.05392156862745098,Slow
2023-08-08,2023-08-23,6,41035481,2023-08-25,15,17,0.35294117647058826,Fast
2023-02-20,2023-02-21,3,40972522,2023-04-01,1,40,0.075,Medium
2024-07-01,2024-07-05,5,90313779,2025-06-24,4,358,0.013966480446927373,Slow
2023-09-19,2023-10-08,8,36801006,2024-06-13,19,268,0.029850746268656716,Slow
2023-05-11,2023-05-23,11,99139918,2024-05-03,12,358,0.030726256983240222,Slow
2023-03-19,2023-04-02,9,44714777,2023-06-09,14,82,0.10975609756097561,Medium
2024-04-11,2024-04-19,5,2980206,2024-06-30,8,80,0.0625,Medium
2023-08-08,2023-08-27,5,7638671,2024-04-27,19,263,0.019011406844106463,Slow
2023-12-02,2023-12-15,4,25429532,2024-04-15,13,135,0.02962962962962963,Slow
2024-01-17,2024-02-06,4,66086289,2025-02-07,20,387,0.0103359173126615,Slow
2024-06-23,2024-07-13,1,32593495,2025-05-28,20,339,0.0029498525073746312,Slow
2023-02-21,2023-03-05,12,5760233,2023-03-17,12,24,0.5,Fast
2024-05-23,2024-06-02,11,34332089,2024-08-24,10,93,0.11827956989247312,Medium
2023-02-27,2023-03-15,4,60509493,2023-04-30,16,62,0.06451612903225806,Medium
2023-04-12,2023-04-25,10,15625098,2023-12-04,13,236,0.0423728813559322,Slow
2023-05-29,2023-06-07,9,27891078,2023-07-31,9,63,0.14285714285714285,Medium
2023-02-04,2023-02-21,11,62795296,2023-10-18,17,256,0.04296875,Slow
2023-05-01,2023-05-03,9,11503727,2024-04-01,2,336,0.026785714285714284,Slow
2024-03-11,2024-03-22,6,20668621,2024-09-21,11,194,0.030927835051546393,Slow
2023-09-14,2023-09-17,10,18237160,2023-11-20,3,67,0.14925373134328357,Medium
2023-03-18,2023-04-05,8,79303734,2023-12-26,18,283,0.028268551236749116,Slow
2024-07-12,2024-07-24,8,56289900,2024-08-25,12,44,0.18181818181818182,Medium
2023-09-11,2023-09-16,2,84086165,2024-07-20,5,313,0.006389776357827476,Slow
2024-07-13,2024-07-24,12,96448497,2024-10-31,11,110,0.10909090909090909,Medium
2023-03-02,2023-03-06,3,72692800,2023-07-13,4,133,0.022556390977443608,Slow
2023-04-28,2023-05-13,6,64002490,2023-09-23,15,148,0.04054054054054054,Slow
2023-09-16,2023-09-21,12,66319106,2024-02-02,5,139,0.08633093525179857,Slow
2023-06-02,2023-06-09,9,69920351,2023-11-27,7,178,0.05056179775280899,Slow
2023-11-22,2023-12-09,6,27443658,2024-08-19,17,271,0.02214022140221402,Slow
2023-07-02,2023-07-20,9,63216353,2024-06-21,18,355,0.02535211267605634,Slow
2023-10-31,2023-11-05,3,73427759,2023-12-26,5,56,0.05357142857142857,Medium
2023-01-08,2023-01-21,5,30373563,2023-07-25,13,198,0.025252525252525252,Slow
2023-03-20,2023-03-31,1,91839203,2023-09-17,11,181,0.0055248618784530384,Slow
2023-01-30,2023-02-07,4,75451666,2023-06-18,8,139,0.02877697841726619,Slow
2023-12-31,2024-01-10,4,80451548,2024-04-05,10,96,0.041666666666666664,Medium
2023-02-28,2023-03-14,9,70365238,2023-09-07,14,191,0.04712041884816754,Slow
2023-01-05,2023-01-22,12,36979085,2023-02-12,17,38,0.3157894736842105,Medium
2024-02-12,2024-03-02,6,50379638,2024-06-25,19,134,0.04477611940298507,Slow
2023-01-31,2023-02-12,9,70118611,2023-05-15,12,104,0.08653846153846154,Medium
2024-02-14,2024-02-29,1,11517993,2024-08-12,15,180,0.005555555555555556,Slow
2023-02-06,2023-02-12,10,91253337,2023-02-13,6,7,1.4285714285714286,Fast
2023-01-07,2023-01-21,10,69932301,2023-11-07,14,304,0.03289473684210526,Slow
2024-08-06,2024-08-25,11,90803374,2025-05-30,19,297,0.037037037037037035,Slow
2023-03-29,2023-04-14,6,40380103,2023-05-03,16,35,0.17142857142857143,Medium
2024-05-25,2024-05-27,3,14057797,2025-05-10,2,350,0.008571428571428572,Slow
2024-01-08,2024-01-10,3,71094333,2024-06-25,2,169,0.01775147928994083,Slow
2023-06-04,2023-06-08,11,74895274,2024-02-19,4,260,0.04230769230769231,Slow
2023-04-14,2023-04-26,7,68770243,2023-08-30,12,138,0.050724637681159424,Slow
2024-01-22,2024-02-04,8,70642998,2024-11-15,13,298,0.026845637583892617,Slow
2023-03-24,2023-03-25,1,24829994,2024-03-14,1,356,0.0028089887640449437,Slow
2023-03-26,2023-04-10,4,57176861,2023-07-13,15,109,0.03669724770642202,Medium
2024-05-13,2024-06-02,12,1655352,2025-05-09,20,361,0.0332409972299169,Slow
2023-01-16,2023-01-31,4,42039243,2023-07-22,15,187,0.0213903743315508,Slow
2023-03-13,2023-03-27,8,5849154,2024-03-21,14,374,0.0213903743315508,Slow
2024-05-22,2024-05-24,3,15788511,2024-12-09,2,201,0.014925373134328358,Slow
2024-03-20,2024-03-22,4,65382687,2024-08-29,2,162,0.024691358024691357,Slow
2023-09-30,2023-10-02,8,6895760,2024-02-13,2,136,0.058823529411764705,Slow
2024-07-02,2024-07-20,9,33610943,2025-01-28,18,210,0.04285714285714286,Slow
2024-04-09,2024-04-22,7,6271698,2024-07-29,13,111,0.06306306306306306,Medium
2023-10-04,2023-10-05,9,44145804,2024-08-19,1,320,0.028125,Slow
2023-12-15,2024-01-02,4,80799080,2024-02-14,18,61,0.06557377049180328,Medium
2023-03-01,2023-03-12,6,65284229,2023-06-21,11,112,0.05357142857142857,Medium
2023-09-27,2023-10-01,2,14359515,2024-08-07,4,315,0.006349206349206349,Slow
2023-05-09,2023-05-22,9,65003339,2023-06-21,13,43,0.20930232558139536,Medium
2023-01-31,2023-02-17,7,22982125,2023-09-14,17,226,0.030973451327433628,Slow
2023-05-22,2023-05-30,4,84532465,2023-10-05,8,136,0.029411764705882353,Slow
2023-04-12,2023-04-19,11,43874410,2023-07-11,7,90,0.12222222222222222,Medium
2024-07-30,2024-08-16,7,95798956,2024-08-14,17,15,0.4666666666666667,Fast
2024-01-04,2024-01-08,9,5138028,2024-04-26,4,113,0.07964601769911504,Medium
2023-04-30,2023-05-20,1,8733799,2023-12-16,20,230,0.004347826086956522,Slow
2024-08-16,2024-08-28,5,18943443,2025-03-22,12,218,0.022935779816513763,Slow
2023-06-12,2023-06-19,7,58577014,2024-06-03,7,357,0.0196078431372549,Slow
2024-03-07,2024-03-18,3,94490668,2025-04-07,11,396,0.007575757575757576,Slow
2024-03-20,2024-03-31,6,14624441,2025-03-03,11,348,0.017241379310344827,Slow
2023-07-15,2023-07-24,1,68622513,2023-09-11,9,58,0.017241379310344827,Medium
2023-10-21,2023-11-10,7,40177205,2024-08-11,20,295,0.023728813559322035,Slow
2023-05-17,2023-05-19,9,44458502,2023-11-27,2,194,0.04639175257731959,Slow
2023-09-02,2023-09-22,10,95878555,2024-05-20,20,261,0.038314176245210725,Slow
2024-07-19,2024-07-23,4,87271921,2025-02-05,4,201,0.01990049751243781,Slow
2023-08-30,2023-09-14,10,30010202,2024-07-25,15,330,0.030303030303030304,Slow
2023-01-02,2023-01-09,7,92718895,2023-03-11,7,68,0.10294117647058823,Medium
2024-08-05,2024-08-16,9,68537658,2025-02-17,11,196,0.04591836734693878,Slow
2023-06-02,2023-06-05,2,71796369,2023-09-15,3,105,0.01904761904761905,Medium
2023-08-11,2023-08-19,7,25854148,2024-06-08,8,302,0.023178807947019868,Slow
2023-10-24,2023-11-12,7,23241160,2024-05-15,19,204,0.03431372549019608,Slow
2024-05-25,2024-06-05,5,91479008,2025-05-03,11,343,0.014577259475218658,Slow
2023-06-30,2023-07-10,9,35508892,2024-07-21,10,387,0.023255813953488372,Slow
2023-01-28,2023-02-15,5,4970135,2024-01-20,18,357,0.014005602240896359,Slow
2023-02-22,2023-03-11,7,60917631,2023-10-12,17,232,0.03017241379310345,Slow
2023-03-26,2023-04-03,4,99684610,2023-07-21,8,117,0.03418803418803419,Medium
2023-09-10,2023-09-23,6,39106881,2024-07-27,13,321,0.018691588785046728,Slow
2024-05-22,2024-06-03,7,29627812,2025-03-30,12,312,0.022435897435897436,Slow
2023-04-09,2023-04-23,9,10905152,2023-09-26,14,170,0.052941176470588235,Slow
2023-07-17,2023-08-05,7,47999441,2023-10-08,19,83,0.08433734939759036,Medium
2024-08-21,2024-08-27,7,82161442,2024-08-28,6,7,1.0,Fast
2023-10-26,2023-11-12,11,79349439,2024-06-05,17,223,0.04932735426008968,Slow
2023-06-23,2023-06-24,10,89253335,2023-07-10,1,17,0.5882352941176471,Fast
2023-07-03,2023-07-14,2,35274893,2024-06-18,11,351,0.005698005698005698,Slow
2024-08-20,2024-08-26,8,55671800,2024-10-06,6,47,0.1702127659574468,Medium
2024-02-18,2024-02-25,2,37904697,2024-09-04,7,199,0.010050251256281407,Slow
2023-09-03,2023-09-17,5,31571883,2024-01-13,14,132,0.03787878787878788,Slow
2024-01-18,2024-02-05,9,71444585,2024-04-17,18,90,0.1,Medium
2023-05-10,2023-05-25,4,55850445,2024-02-08,15,274,0.014598540145985401,Slow
2023-03-01,2023-03-13,11,51078152,2023-12-23,12,297,0.037037037037037035,Slow
2023-03-27,2023-04-07,9,69795609,2023-12-25,11,273,0.03296703296703297,Slow
2023-04-09,2023-04-17,10,86744521,2024-04-03,8,360,0.027777777777777776,Slow
2023-11-25,2023-12-12,10,61696525,2024-06-17,17,205,0.04878048780487805,Slow
2024-01-19,2024-01-25,9,45186285,2024-07-22,6,185,0.04864864864864865,Slow
2024-02-29,2024-03-11,5,6197728,2025-01-14,11,320,0.015625,Slow
2024-01-18,2024-01-19,10,56797780,2024-09-16,1,242,0.04132231404958678,Slow
2024-08-22,2024-08-27,11,5633665,2024-09-20,5,29,0.3793103448275862,Fast
2024-03-17,2024-03-27,2,50739792,2024-12-31,10,289,0.006920415224913495,Slow
2024-03-19,2024-04-06,5,70242276,2024-10-26,18,221,0.02262443438914027,Slow
2023-06-15,2023-06-29,8,55249705,2024-07-03,14,384,0.020833333333333332,Slow
2023-11-08,2023-11-15,3,74260295,2024-10-28,7,355,0.008450704225352112,Slow
2023-08-21,2023-09-10,6,77102464,2023-09-23,20,33,0.18181818181818182,Medium
2024-01-22,2024-02-04,4,76373309,2024-05-04,13,103,0.038834951456310676,Medium
2023-03-26,2023-04-15,4,39367449,2024-04-01,20,372,0.010752688172043012,Slow
2023-05-26,2023-06-08,5,21291437,2023-08-16,13,82,0.06097560975609756,Medium
2023-09-13,2023-09-20,7,31270113,2024-05-06,7,236,0.029661016949152543,Slow
2023-11-17,2023-12-06,10,58140018,2024-09-03,19,291,0.03436426116838488,Slow
2023-01-12,2023-01-29,3,81505659,2023-11-10,17,302,0.009933774834437087,Slow
2023-07-12,2023-07-25,12,83659740,2023-09-21,13,71,0.16901408450704225,Medium
2023-04-19,2023-04-22,5,52470105,2024-04-09,3,356,0.014044943820224719,Slow
2023-05-10,2023-05-16,2,17472152,2023-09-05,6,118,0.01694915254237288,Medium
2023-06-25,2023-06-28,9,62631462,2024-05-22,3,332,0.02710843373493976,Slow
2023-02-12,2023-02-20,1,73699075,2023-12-29,8,320,0.003125,Slow
2023-03-18,2023-03-19,7,34625174,2023-03-25,1,7,1.0,Fast
2024-03-01,2024-03-20,3,12507842,2024-03-15,19,14,0.21428571428571427,Fast
2023-12-26,2024-01-09,3,47958782,2024-11-16,14,326,0.009202453987730062,Slow
2023-09-19,2023-10-07,11,23881130,2024-08-17,18,333,0.03303303303303303,Slow
2023-01-17,2023-02-02,2,75687311,2023-08-25,16,220,0.00909090909090909,Slow
2023-11-09,2023-11-23,1,76140310,2024-06-06,14,210,0.004761904761904762,Slow
2023-09-12,2023-09-30,2,70190638,2024-03-27,18,197,0.01015228426395939,Slow
2024-04-21,2024-05-07,11,23997062,2025-03-06,16,319,0.034482758620689655,Slow
2023-07-06,2023-07-20,3,51817634,2023-10-09,14,95,0.031578947368421054,Medium
2023-04-06,2023-04-24,12,86823793,2024-02-06,18,306,0.0392156862745098,Slow
2023-02-17,2023-02-27,4,9321825,2023-11-07,10,263,0.015209125475285171,Slow
2023-09-06,2023-09-13,7,36136981,2024-01-01,7,117,0.05982905982905983,Medium
2023-04-22,2023-04-26,5,33339420,2023-12-01,4,223,0.02242152466367713,Slow
2024-05-15,2024-05-20,3,63834137,2024-08-09,5,86,0.03488372093023256,Medium
2023-04-24,2023-04-30,10,13141557,2023-12-27,6,247,0.04048582995951417,Slow
2023-03-18,2023-03-27,3,28892312,2023-06-08,9,82,0.036585365853658534,Medium
2023-12-07,2023-12-16,6,75600865,2024-08-25,9,262,0.022900763358778626,Slow
2023-06-10,2023-06-15,6,97219942,2023-09-03,5,85,0.07058823529411765,Medium
2024-03-25,2024-04-14,9,8092924,2024-07-10,20,107,0.08411214953271028,Medium
2024-05-25,2024-06-12,8,6267307,2025-02-04,18,255,0.03137254901960784,Slow
2023-09-03,2023-09-21,10,90266170,2023-09-18,18,15,0.6666666666666666,Fast
2024-01-04,2024-01-20,5,6992432,2024-12-08,16,339,0.014749262536873156,Slow
2023-11-01,2023-11-12,8,55510719,2023-11-20,11,19,0.42105263157894735,Fast
2023-04-05,2023-04-08,10,89661017,2023-04-19,3,14,0.7142857142857143,Fast
2024-07-15,2024-07-25,11,61476594,2024-10-05,10,82,0.13414634146341464,Medium
2023-02-17,2023-03-08,5,9259971,2024-01-08,19,325,0.015384615384615385,Slow
2023-04-20,2023-04-28,9,47229503,2023-10-30,8,193,0.046632124352331605,Slow
2024-08-16,2024-08-29,7,8841387,2024-09-08,13,23,0.30434782608695654,Fast
2024-04-05,2024-04-25,1,30542388,2025-02-03,20,304,0.003289473684210526,Slow
2024-01-27,2024-02-15,6,83211607,2024-09-18,19,235,0.02553191489361702,Slow
2023-03-02,2023-03-21,9,66312497,2023-06-06,19,96,0.09375,Medium
2023-11-01,2023-11-06,2,59626187,2024-10-04,5,338,0.005917159763313609,Slow
2024-05-06,2024-05-19,11,83971778,2024-08-30,13,116,0.09482758620689655,Medium
2023-07-03,2023-07-12,11,25357972,2024-05-31,9,333,0.03303303303303303,Slow
2024-02-27,2024-02-29,9,89269448,2024-10-15,2,231,0.03896103896103896,Slow
2023-05-23,2023-05-31,2,69715224,2023-09-24,8,124,0.016129032258064516,Slow
2023-07-06,2023-07-14,9,91570420,2023-12-13,8,160,0.05625,Slow
2024-08-01,2024-08-09,6,70379118,2025-03-03,8,214,0.028037383177570093,Slow
2023-10-05,2023-10-22,10,40230173,2024-03-19,17,166,0.060240963855421686,Slow
2023-07-02,2023-07-17,8,10831612,2023-08-30,15,59,0.13559322033898305,Medium
2024-05-05,2024-05-22,8,67728546,2024-07-29,17,85,0.09411764705882353,Medium
2024-05-04,2024-05-19,8,38850560,2025-04-12,15,343,0.023323615160349854,Slow
2024-07-08,2024-07-18,12,74486703,2025-07-14,10,371,0.03234501347708895,Slow
2024-05-04,2024-05-21,9,26302603,2024-09-12,17,131,0.06870229007633588,Slow
2023-09-21,2023-10-05,9,81444298,2023-10-14,14,23,0.391304347826087,Fast
2024-03-11,2024-03-13,3,9603740,2024-12-04,2,268,0.011194029850746268,Slow
2023-12-08,2023-12-19,10,96035875,2024-01-30,11,53,0.18867924528301888,Medium
2023-06-21,2023-07-05,7,85834772,2024-06-29,14,374,0.01871657754010695,Slow
2023-12-17,2023-12-18,12,4803062,2024-10-22,1,310,0.03870967741935484,Slow
2023-05-21,2023-05-24,6,15077965,2023-12-06,3,199,0.03015075376884422,Slow
2024-01-15,2024-01-23,2,20187599,2024-09-05,8,234,0.008547008547008548,Slow
2023-03-01,2023-03-21,4,30680535,2023-09-20,20,203,0.019704433497536946,Slow
2024-06-11,2024-06-27,1,2181501,2024-07-16,16,35,0.02857142857142857,Medium
2023-05-24,2023-05-31,9,39472455,2023-07-02,7,39,0.23076923076923078,Medium
2024-01-16,2024-02-02,12,2826742,2024-09-05,17,233,0.05150214592274678,Slow
2023-08-10,2023-08-19,9,12545764,2024-08-16,9,372,0.024193548387096774,Slow
2023-06-22,2023-06-25,4,64167792,2023-08-13,3,52,0.07692307692307693,Medium
2024-07-06,2024-07-18,6,38584157,2025-07-12,12,371,0.016172506738544475,Slow
2023-01-13,2023-01-30,7,13871994,2023-02-10,17,28,0.25,Fast
2024-08-20,2024-08-26,11,36968278,2025-07-25,6,339,0.032448377581120944,Slow
2023-02-10,2023-02-23,3,38423727,2023-04-01,13,50,0.06,Medium
2024-02-25,2024-03-16,6,5335249,2024-09-27,20,215,0.027906976744186046,Slow
2023-06-05,2023-06-13,6,40384012,2023-09-29,8,116,0.05172413793103448,Medium
2023-01-05,2023-01-11,5,75986153,2023-05-22,6,137,0.0364963503649635,Slow
2024-01-11,2024-01-25,4,54791113,2024-07-06,14,177,0.022598870056497175,Slow
2024-07-29,2024-08-09,1,76971462,2025-03-24,11,238,0.004201680672268907,Slow
2023-06-10,2023-06-14,7,79750199,2023-11-28,4,171,0.04093567251461988,Slow
2024-03-27,2024-04-14,9,34932911,2025-02-17,18,327,0.027522935779816515,Slow
2024-06-04,2024-06-05,11,20463297,2024-12-22,1,201,0.05472636815920398,Slow
2023-11-21,2023-11-23,10,15265740,2024-08-22,2,275,0.03636363636363636,Slow
2023-04-16,2023-04-27,10,54721092,2023-05-07,11,21,0.47619047619047616,Fast
2024-03-12,2024-03-16,6,80416405,2024-05-04,4,53,0.11320754716981132,Medium
2023-12-02,2023-12-10,1,11685552,2024-11-29,8,363,0.0027548209366391185,Slow
2023-10-06,2023-10-10,1,42021547,2024-03-19,4,165,0.006060606060606061,Slow
2023-05-19,2023-05-22,3,2947646,2024-06-03,3,381,0.007874015748031496,Slow
2024-02-11,2024-02-25,9,15794196,2024-12-23,14,316,0.028481012658227847,Slow
2023-06-06,2023-06-21,3,47053513,2024-02-04,15,243,0.012345679012345678,Slow
2024-03-04,2024-03-13,12,83981007,2024-04-14,9,41,0.2926829268292683,Medium
2024-08-17,2024-09-02,8,51457364,2025-09-02,16,381,0.02099737532808399,Slow
2024-07-14,2024-07-25,12,41012007,2024-12-30,11,169,0.07100591715976332,Slow
2024-04-04,2024-04-21,3,78355679,2025-04-15,17,376,0.007978723404255319,Slow
2023-01-05,2023-01-22,3,99519330,2023-01-27,17,22,0.13636363636363635,Fast
2024-05-12,2024-05-18,12,41237093,2024-09-01,6,112,0.10714285714285714,Medium
2024-05-12,2024-05-28,7,76547346,2024-06-18,16,37,0.1891891891891892,Medium
2023-04-25,2023-04-27,11,40485221,2024-05-20,2,391,0.028132992327365727,Slow
2023-05-14,2023-05-21,3,4258260,2024-06-01,7,384,0.0078125,Slow
2024-07-16,2024-07-31,6,76186700,2024-12-15,15,152,0.039473684210526314,Slow
2024-01-20,2024-02-06,4,10952541,2024-11-22,17,307,0.013029315960912053,Slow
2024-01-11,2024-01-19,2,28187509,2024-04-02,8,82,0.024390243902439025,Medium
2023-01-03,2023-01-09,2,28217093,2023-01-19,6,16,0.125,Fast
2023-05-25,2023-06-12,9,16305017,2023-08-24,18,91,0.0989010989010989,Medium
2024-03-01,2024-03-06,7,55350569,2024-11-19,5,263,0.026615969581749048,Slow
2023-09-25,2023-09-27,10,7952778,2024-08-17,2,327,0.03058103975535168,Slow
2023-12-23,2024-01-05,4,64662091,2024-08-31,13,252,0.015873015873015872,Slow
2023-10-11,2023-10-22,1,80671038,2024-04-03,11,175,0.005714285714285714,Slow
2024-01-17,2024-01-24,10,54437329,2024-02-11,7,25,0.4,Fast
2023-08-28,2023-09-16,10,46704120,2024-05-10,19,256,0.0390625,Slow
2023-02-22,2023-03-14,11,75544348,2023-10-14,20,234,0.04700854700854701,Slow
2023-03-12,2023-03-29,12,83578322,2023-11-24,17,257,0.04669260700389105,Slow
2023-05-27,2023-06-08,4,34727440,2024-05-15,12,354,0.011299435028248588,Slow
2024-05-26,2024-05-28,8,6690238,2024-10-17,2,144,0.05555555555555555,Slow
